GINI Index,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
132,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.349,47.755,48.16,48.566,48.971,49.377,49.124,48.871,48.618,48.365,48.112,48.112,48.112,48.112
133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134,52.111,52.823,53.535,53.936,54.337,53.582,52.827,53.506,54.185,53.752,53.319,52.173,51.027,50.809,50.591,50.917,49.452,50.253,51.054,49.997,48.941,49.633,50.325,50.313,50.301,49.711,49.122,47.78,46.438,45.834,45.23
135,62.994,62.994,62.994,62.994,62.994,62.994,62.994,62.994,62.994,62.994,62.994,59.012,55.031,51.049,47.067,43.086,42.873,42.661,42.448,42.236,42.023,41.811,41.598,41.386,41.386,41.386,41.386,41.386,41.386,41.386,41.386
136,30.516,30.59,31.181,31.755,32.118,32.65,32.556,32.315,32.291,32.312,32.431,32.785,32.758,32.5,32.546,32.693,32.895,32.661,32.351,32.509,32.624,32.534,32.672,32.65,32.727,32.572,32.467,32.29,32.124,32.332,32.239
137,36.41,36.41,36.41,36.41,36.41,36.41,35.717,35.024,34.332,34.704,35.077,35.45,35.823,36.196,36.612,37.029,37.446,37.863,38.279,37.288,36.297,36.876,36.757,36.135,35.512,35.598,35.684,35.867,36.049,36.049,36.049
138,29.886,29.535,29.184,28.833,28.482,28.131,27.78,27.428,27.44,26.085,32.086,28.076,29.316,30.555,31.794,33.033,32.853,33.905,33.212,33.581,31.98,33.455,36.154,38.854,37.312,37.11,37.049,37.319,35.92,35.401,34.477
139,50.267,50.231,50.195,50.374,50.553,50.419,50.285,50.767,51.29,51.845,52.288,52.171,51.863,51.412,50.817,49.997,49.421,49.464,49.311,49.26,48.788,48.128,47.68,47.643,47.278,47.011,47.18,47.384,47.9,48.39,48.968
140,41.892,41.916,41.992,42.068,42.143,42.219,42.175,42.131,42.087,42.043,42.51,42.978,42.975,42.972,42.969,42.966,42.963,42.96,42.852,42.744,42.636,42.528,42.42,42.312,42.204,42.204,42.204,42.204,42.204,42.204,42.204
141,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.26,54.481,54.702,54.924,55.145,55.366,55.588,55.598,55.608,55.618,55.628,55.638,55.648,56.269,56.889,57.51,58.131,58.751,59.372,59.372,59.372,59.372,59.372,59.372
142,36.389,36.522,36.656,36.789,36.923,37.056,37.189,37.323,37.456,37.59,37.723,37.857,37.99,38.124,38.257,38.391,38.524,38.658,38.791,38.925,39.058,39.192,39.325,39.459,39.592,39.726,37.119,34.513,34.513,34.513,34.513
143,72.849,72.849,72.849,72.849,72.849,72.092,71.334,70.576,69.818,69.06,68.302,67.544,66.786,66.028,65.27,64.972,64.674,64.376,64.079,63.781,63.483,63.28,63.078,62.876,62.673,62.471,62.269,62.269,62.269,62.269,62.269
144,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771,34.771
145,49.578,49.437,49.296,49.155,49.014,48.873,48.732,49.491,50.25,51.01,51.769,52.528,53.287,54.047,54.806,53.694,52.581,51.469,50.357,49.244,48.132,47.02,47.02,47.02,47.02,47.02,47.02,47.02,47.02,47.02,47.02
146,30.473,31.477,31.174,30.872,30.57,30.157,29.744,29.331,28.918,28.505,28.092,28.584,29.077,29.57,30.063,30.556,30.379,30.203,30.026,29.463,28.9,28.337,28.441,28.545,28.649,28.65,28.651,28.557,28.882,28.42,29.422
147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,31.437,32.147,32.857,32.985,33.114,33.441,33.769,33.86,33.95,34.026,34.101,34.177,34.144,34.112,34.079,33.795,33.511,33.228,33.948,33.593,33.443,35.45,33.49,34.434,35.027,35.562,34.636,34.978,34.893,34.893,34.893
149,56.62,56.62,56.62,56.62,56.644,56.668,56.692,56.716,56.741,56.573,56.405,56.238,55.274,54.31,53.346,52.382,50.829,49.277,47.724,46.171,46.774,47.378,47.981,48.584,49.188,49.188,49.188,49.188,49.188,49.188,49.188
